query,sra_uid,run,bioproject,study_acc,study_name,biosample,title,organism,strategy,selection,source,total_bases,total_spots,experiment_size_gb,is_public,static_data_available,download
dlbcl_human_wgs,37844146,SRR32860424,PRJNA1240896,SRP573127,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47575482,ATAC-Seq of B-lymphoma cell line,Homo sapiens,ATAC-seq,other,GENOMIC,26459027700,88196759,8.292,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32860424
dlbcl_human_wgs,37844145,SRR32860425,PRJNA1240896,SRP573127,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47575483,ATAC-Seq of B-lymphoma cell line,Homo sapiens,ATAC-seq,other,GENOMIC,23440925100,78136417,7.559,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32860425
dlbcl_human_wgs,37825185,SRR32842146,PRJNA1240915,SRP572814,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47543547,D,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6621923100,22073077,2.134,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32842146
dlbcl_human_wgs,37825184,SRR32842147,PRJNA1240915,SRP572814,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47543546,C,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6388249800,21294166,2.074,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32842147
dlbcl_human_wgs,37825183,SRR32842148,PRJNA1240915,SRP572814,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47543545,B,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6071045100,20236817,1.928,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32842148
dlbcl_human_wgs,37825182,SRR32842149,PRJNA1240915,SRP572814,SNHG29 Interacts with CYLD via Mitochondrial Ribosomal Proteins to Reverse Rituximab Resistance in DLBCL,SAMN47543544,A,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6494806800,21649356,2.08,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR32842149
dlbcl_human_wgs,30100867,SRR26443791,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886139,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2129354518,10541359,0.718,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443791
dlbcl_human_wgs,30100866,SRR26443792,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886138,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1902078056,9416228,0.646,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443792
dlbcl_human_wgs,30100865,SRR26443793,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886137,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1792935840,8875920,0.609,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443793
dlbcl_human_wgs,30100864,SRR26443794,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886136,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1806280970,8941985,0.623,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443794
dlbcl_human_wgs,30100863,SRR26443795,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886135,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1962357078,9714639,0.677,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443795
dlbcl_human_wgs,30100862,SRR26443796,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886134,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2052605830,10161415,0.693,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443796
dlbcl_human_wgs,30100861,SRR26443797,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886133,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1813961414,8980007,0.611,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443797
dlbcl_human_wgs,30100860,SRR26443798,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886153,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7405536861,27542615,2.495,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443798
dlbcl_human_wgs,30100859,SRR26443799,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886152,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7073957671,25547118,2.582,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443799
dlbcl_human_wgs,30100858,SRR26443800,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886151,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6832880746,24390067,2.304,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443800
dlbcl_human_wgs,30100857,SRR26443801,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886150,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7594907163,27332938,2.545,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443801
dlbcl_human_wgs,30100856,SRR26443802,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886132,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2115159170,10471085,0.727,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443802
dlbcl_human_wgs,30100855,SRR26443803,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886149,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,3160145983,15863804,1.032,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443803
dlbcl_human_wgs,30100854,SRR26443804,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886148,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2771658858,13930581,0.888,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443804
dlbcl_human_wgs,30100853,SRR26443805,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886147,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7259331441,26095366,2.399,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443805
dlbcl_human_wgs,30100852,SRR26443806,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886146,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7903693051,28308165,2.698,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443806
dlbcl_human_wgs,30100851,SRR26443807,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886145,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2004386206,10098800,0.649,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443807
dlbcl_human_wgs,30100850,SRR26443808,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886144,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2645897323,13336778,0.869,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443808
dlbcl_human_wgs,30100849,SRR26443809,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886143,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,6865821207,24483180,2.31,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443809
dlbcl_human_wgs,30100848,SRR26443810,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886142,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,2812737424,14195637,0.912,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443810
dlbcl_human_wgs,30100847,SRR26443811,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886141,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,5044566470,18460778,1.688,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443811
dlbcl_human_wgs,30100846,SRR26443812,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886140,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,7119174514,25350498,2.37,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443812
dlbcl_human_wgs,30100845,SRR26443813,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886131,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1284345290,6358145,0.446,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443813
dlbcl_human_wgs,30100844,SRR26443814,PRJNA1029929,SRP467399,Homo sapiens Raw sequence reads,SAMN37886130,Antitumor efficacy of sequence specific DNA-targeted gamma PNA based cMyc inhibitor,Homo sapiens,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,1846113148,9139174,0.623,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26443814
dlbcl_human_wgs,29819165,SRR26209096,PRJNA1006845,SRP463003,Non-coding mutations cause enhancer targeting resulting in protein synthesis dysregulation during B cell lymphoma progression,SAMN37189964,WGS of agressive transformation from follicular lymphoma to Double-Hit Lymphoma: Sample P2.DHL,Homo sapiens,WGS,RANDOM,GENOMIC,92490328200,308301094,40.111,true,,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26209096
dlbcl_human_wgs,29819162,SRR26209093,PRJNA1006845,SRP463003,Non-coding mutations cause enhancer targeting resulting in protein synthesis dysregulation during B cell lymphoma progression,SAMN37189963,WGS of agressive transformation from follicular lymphoma to Double-Hit Lymphoma: Sample P1.DHL,Homo sapiens,WGS,RANDOM,GENOMIC,126377708700,421259029,50.244,true,,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR26209093
dlbcl_human_wgs,28075318,SRR24883021,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676753,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,24538104,50283,0.008,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883021
dlbcl_human_wgs,28075317,SRR24883022,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676752,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,30873320,63265,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883022
dlbcl_human_wgs,28075316,SRR24883023,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676751,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,41310176,84652,0.014,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883023
dlbcl_human_wgs,28075315,SRR24883024,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676750,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,30673240,62855,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883024
dlbcl_human_wgs,28075314,SRR24883025,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676749,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,31633136,64822,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883025
dlbcl_human_wgs,28075313,SRR24883026,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676785,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,20781480,42585,0.007,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883026
dlbcl_human_wgs,28075312,SRR24883027,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676784,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,20780992,42584,0.007,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883027
dlbcl_human_wgs,28075311,SRR24883028,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676748,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,27043008,55416,0.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883028
dlbcl_human_wgs,28075310,SRR24883029,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676783,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,24316064,49828,0.008,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883029
dlbcl_human_wgs,28075309,SRR24883030,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676782,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,21234344,43513,0.007,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883030
dlbcl_human_wgs,28075308,SRR24883031,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676781,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,18239976,37377,0.006,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883031
dlbcl_human_wgs,28075307,SRR24883032,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676780,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,19524392,40009,0.006,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883032
dlbcl_human_wgs,28075306,SRR24883033,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676779,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,16955072,34744,0.006,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883033
dlbcl_human_wgs,28075305,SRR24883034,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676778,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,14864968,30461,0.005,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883034
dlbcl_human_wgs,28075304,SRR24883035,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676777,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,15157280,31060,0.006,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883035
dlbcl_human_wgs,28075303,SRR24883036,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676776,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,15050170,49835,0.003,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883036
dlbcl_human_wgs,28075302,SRR24883037,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676775,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,16861264,55832,0.005,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883037
dlbcl_human_wgs,28075301,SRR24883038,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676774,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,15524310,51405,0.005,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883038
dlbcl_human_wgs,28075300,SRR24883039,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676747,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,30554656,62612,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883039
dlbcl_human_wgs,28075299,SRR24883040,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676773,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,31729760,65020,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883040
dlbcl_human_wgs,28075298,SRR24883041,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676772,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,23779264,48728,0.008,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883041
dlbcl_human_wgs,28075297,SRR24883042,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676771,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,31670224,64898,0.01,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883042
dlbcl_human_wgs,28075296,SRR24883043,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676770,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,27398272,56144,0.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883043
dlbcl_human_wgs,28075295,SRR24883044,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676769,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,22737384,46593,0.008,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883044
dlbcl_human_wgs,28075294,SRR24883045,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676768,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,26468144,54238,0.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883045
dlbcl_human_wgs,28075293,SRR24883046,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676767,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,28356216,58107,0.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883046
dlbcl_human_wgs,28075292,SRR24883047,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676766,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,25457984,52168,0.008,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883047
dlbcl_human_wgs,28075291,SRR24883048,PRJNA981466,SRP441998,human gut metagenome Raw sequence reads,SAMN35676765,DNA-Seq of human gut metagenome:Stools of DLBCL patients,Homo sapiens,AMPLICON,PCR,METAGENOMIC,29019408,59466,0.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR24883048
