cohort	cohort_label	sample	species	deduplicated_reads
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HERV	3
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HERV	4
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HIV1	2
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HERV	23
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HERV	1
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HERV	5
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HERV	6
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HERV	3
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HERV	46
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HERV	2
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HERV	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HERV	0
